region,zone,district,traditional_authority,facility_name,datim_code,system,hsector,period,reporting_period,sub_groups,new_women_registered,total_women_in_booking_cohort,not_tested_for_syphilis,syphilis_negative,syphilis_positive,hiv_status_not_ascertained,previous_negative,previous_positive,new_negative,new_positive,not_on_cpt,on_cpt,no_ar_vs,already_on_art_when_starting_anc,started_art_at_0_27_weeks_of_pregnancy,started_art_at_28_weeks_of_preg,no_ar_vs_dispensed_for_infant,ar_vs_dispensed_for_infant
Southern Region,South East Zone,Zomba,Chirunga Ward,Chancellor College Clinic,yDCTF6eiybR,e-mastercard,Public,2019 Q4,1st month of quarter,ANC women after 6 months,NA,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Southern Region,South East Zone,Zomba,Chirunga Ward,Chancellor College Clinic,yDCTF6eiybR,e-mastercard,Public,2019 Q4,2nd month of quarter,All patients (checked data),0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA
Southern Region,South East Zone,Zomba,Chirunga Ward,Chancellor College Clinic,yDCTF6eiybR,e-mastercard,Public,2019 Q4,2nd month of quarter,ANC women after 6 months,NA,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Southern Region,South East Zone,Zomba,Chirunga Ward,Chancellor College Clinic,yDCTF6eiybR,e-mastercard,Public,2019 Q4,3rd month of quarter,All patients (checked data),1,NA,NA,NA,NA,0,0,0,1,0,NA,NA,0,0,0,0,NA,NA
Southern Region,South East Zone,Zomba,Chirunga Ward,Chancellor College Clinic,yDCTF6eiybR,e-mastercard,Public,2019 Q4,3rd month of quarter,ANC women after 6 months,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southern Region,South East Zone,Zomba,Chirunga Ward,Ahi Private Clinic,TzxtAm1ntnr,e-mastercard,Private,2019 Q4,1st month of quarter,All patients (checked data),0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA
Southern Region,South East Zone,Zomba,Chirunga Ward,Ahi Private Clinic,TzxtAm1ntnr,e-mastercard,Private,2019 Q4,1st month of quarter,ANC women after 6 months,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southern Region,South East Zone,Zomba,Chirunga Ward,Ahi Private Clinic,TzxtAm1ntnr,e-mastercard,Private,2019 Q4,2nd month of quarter,All patients (checked data),0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA
Southern Region,South East Zone,Zomba,Chirunga Ward,Ahi Private Clinic,TzxtAm1ntnr,e-mastercard,Private,2019 Q4,2nd month of quarter,ANC women after 6 months,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southern Region,South East Zone,Zomba,Chirunga Ward,Ahi Private Clinic,TzxtAm1ntnr,e-mastercard,Private,2019 Q4,3rd month of quarter,All patients (checked data),0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA
Southern Region,South East Zone,Zomba,Chirunga Ward,Ahi Private Clinic,TzxtAm1ntnr,e-mastercard,Private,2019 Q4,3rd month of quarter,ANC women after 6 months,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southern Region,South East Zone,Zomba,Chirunga Ward,Matawale Health Centre,ME4zTc4C97J,POC,Public,2019 Q4,1st month of quarter,All patients (checked data),201,NA,NA,NA,NA,2,1,22,170,6,NA,NA,0,22,6,0,NA,NA
Southern Region,South East Zone,Zomba,Chirunga Ward,Matawale Health Centre,ME4zTc4C97J,POC,Public,2019 Q4,1st month of quarter,ANC women after 6 months,NA,236,36,194,6,0,0,27,202,7,0,34,0,27,5,2,0,34
Southern Region,South East Zone,Zomba,Chirunga Ward,Matawale Health Centre,ME4zTc4C97J,POC,Public,2019 Q4,2nd month of quarter,All patients (checked data),212,NA,NA,NA,NA,3,0,15,193,1,NA,NA,0,15,1,0,NA,NA
Southern Region,South East Zone,Zomba,Chirunga Ward,Matawale Health Centre,ME4zTc4C97J,POC,Public,2019 Q4,2nd month of quarter,ANC women after 6 months,NA,184,27,156,1,0,0,14,164,6,0,20,0,14,4,2,0,20
Southern Region,South East Zone,Zomba,Chirunga Ward,Matawale Health Centre,ME4zTc4C97J,POC,Public,2019 Q4,3rd month of quarter,All patients (checked data),213,NA,NA,NA,NA,3,0,20,185,5,NA,NA,0,20,5,0,NA,NA
Southern Region,South East Zone,Zomba,Chirunga Ward,Matawale Health Centre,ME4zTc4C97J,POC,Public,2019 Q4,3rd month of quarter,ANC women after 6 months,NA,218,35,173,10,0,0,19,195,4,0,23,0,19,2,2,0,23
Southern Region,South East Zone,Zomba,Zomba Central Ward,Police College Hospital Zomba,JUzvAfEwWJz,e-mastercard,Public,2019 Q4,1st month of quarter,All patients (checked data),38,NA,NA,NA,NA,0,0,6,31,1,NA,NA,0,6,1,0,NA,NA
Southern Region,South East Zone,Zomba,Zomba Central Ward,Police College Hospital Zomba,JUzvAfEwWJz,e-mastercard,Public,2019 Q4,1st month of quarter,ANC women after 6 months,NA,47,22,24,1,0,0,4,41,2,0,6,0,4,2,0,0,6
Southern Region,South East Zone,Zomba,Zomba Central Ward,Police College Hospital Zomba,JUzvAfEwWJz,e-mastercard,Public,2019 Q4,2nd month of quarter,All patients (checked data),40,NA,NA,NA,NA,0,0,5,34,1,NA,NA,0,5,1,0,NA,NA
Southern Region,South East Zone,Zomba,Zomba Central Ward,Police College Hospital Zomba,JUzvAfEwWJz,e-mastercard,Public,2019 Q4,2nd month of quarter,ANC women after 6 months,NA,27,0,25,2,0,0,1,26,0,0,1,0,1,0,0,0,1
Southern Region,South East Zone,Zomba,Zomba Central Ward,Police College Hospital Zomba,JUzvAfEwWJz,e-mastercard,Public,2019 Q4,3rd month of quarter,All patients (checked data),39,NA,NA,NA,NA,0,3,6,30,0,NA,NA,0,6,0,0,NA,NA
Southern Region,South East Zone,Zomba,Zomba Central Ward,Police College Hospital Zomba,JUzvAfEwWJz,e-mastercard,Public,2019 Q4,3rd month of quarter,ANC women after 6 months,NA,26,0,26,0,0,0,2,24,0,0,2,0,2,0,0,0,2
Southern Region,South East Zone,Zomba,Mtiya Ward,Cobbe Barracks Hospital,dodorgunit0012,e-mastercard,Public,2019 Q4,1st month of quarter,All patients (checked data),18,NA,NA,NA,NA,0,0,0,16,2,NA,NA,0,0,2,0,NA,NA
Southern Region,South East Zone,Zomba,Mtiya Ward,Cobbe Barracks Hospital,dodorgunit0012,e-mastercard,Public,2019 Q4,1st month of quarter,ANC women after 6 months,NA,19,0,19,0,0,0,2,16,1,0,3,0,2,1,0,0,3
Southern Region,South East Zone,Zomba,Mtiya Ward,Cobbe Barracks Hospital,dodorgunit0012,e-mastercard,Public,2019 Q4,2nd month of quarter,All patients (checked data),18,NA,NA,NA,NA,0,2,1,15,0,NA,NA,0,1,0,0,NA,NA
Southern Region,South East Zone,Zomba,Mtiya Ward,Cobbe Barracks Hospital,dodorgunit0012,e-mastercard,Public,2019 Q4,2nd month of quarter,ANC women after 6 months,NA,18,0,18,0,0,1,2,15,0,0,2,0,2,0,0,0,2
Southern Region,South East Zone,Zomba,Mtiya Ward,Cobbe Barracks Hospital,dodorgunit0012,e-mastercard,Public,2019 Q4,3rd month of quarter,All patients (checked data),17,NA,NA,NA,NA,0,2,0,15,0,NA,NA,0,0,0,0,NA,NA
Southern Region,South East Zone,Zomba,Mtiya Ward,Cobbe Barracks Hospital,dodorgunit0012,e-mastercard,Public,2019 Q4,3rd month of quarter,ANC women after 6 months,NA,24,1,23,0,0,0,2,22,0,0,2,0,2,0,0,0,2
Southern Region,South East Zone,Zomba,Masongola Ward,Masm Medi Clinic Zomba,zlZXz8QLiCf,e-mastercard,Private,2019 Q4,1st month of quarter,All patients (checked data),6,NA,NA,NA,NA,0,1,1,4,0,NA,NA,0,1,0,0,NA,NA
Southern Region,South East Zone,Zomba,Masongola Ward,Masm Medi Clinic Zomba,zlZXz8QLiCf,e-mastercard,Private,2019 Q4,1st month of quarter,ANC women after 6 months,NA,4,3,1,0,0,2,0,1,1,1,0,0,0,1,0,1,0
Southern Region,South East Zone,Zomba,Masongola Ward,Masm Medi Clinic Zomba,zlZXz8QLiCf,e-mastercard,Private,2019 Q4,2nd month of quarter,All patients (checked data),2,NA,NA,NA,NA,0,2,0,0,0,NA,NA,0,0,0,0,NA,NA
Southern Region,South East Zone,Zomba,Masongola Ward,Masm Medi Clinic Zomba,zlZXz8QLiCf,e-mastercard,Private,2019 Q4,2nd month of quarter,ANC women after 6 months,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southern Region,South East Zone,Zomba,Masongola Ward,Masm Medi Clinic Zomba,zlZXz8QLiCf,e-mastercard,Private,2019 Q4,3rd month of quarter,All patients (checked data),1,NA,NA,NA,NA,0,0,0,1,0,NA,NA,0,0,0,0,NA,NA
Southern Region,South East Zone,Zomba,Masongola Ward,Masm Medi Clinic Zomba,zlZXz8QLiCf,e-mastercard,Private,2019 Q4,3rd month of quarter,ANC women after 6 months,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southern Region,South East Zone,Zomba,TA Changalume,Maera Health Centre,poOBCwgcQAo,e-mastercard,Public,2019 Q4,1st month of quarter,All patients (checked data),36,NA,NA,NA,NA,0,0,4,32,0,NA,NA,0,4,0,0,NA,NA
Southern Region,South East Zone,Zomba,TA Changalume,Maera Health Centre,poOBCwgcQAo,e-mastercard,Public,2019 Q4,1st month of quarter,ANC women after 6 months,NA,39,0,39,0,0,0,2,34,3,0,5,0,2,2,1,0,5
Southern Region,South East Zone,Zomba,TA Changalume,Maera Health Centre,poOBCwgcQAo,e-mastercard,Public,2019 Q4,2nd month of quarter,All patients (checked data),26,NA,NA,NA,NA,0,0,1,25,0,NA,NA,0,1,0,0,NA,NA
Southern Region,South East Zone,Zomba,TA Changalume,Maera Health Centre,poOBCwgcQAo,e-mastercard,Public,2019 Q4,2nd month of quarter,ANC women after 6 months,NA,21,0,21,0,0,0,1,19,1,2,0,0,1,1,0,2,0
Southern Region,South East Zone,Zomba,TA Changalume,Maera Health Centre,poOBCwgcQAo,e-mastercard,Public,2019 Q4,3rd month of quarter,All patients (checked data),24,NA,NA,NA,NA,0,0,1,23,0,NA,NA,0,1,0,0,NA,NA
Southern Region,South East Zone,Zomba,TA Changalume,Maera Health Centre,poOBCwgcQAo,e-mastercard,Public,2019 Q4,3rd month of quarter,ANC women after 6 months,NA,24,0,24,0,0,0,1,23,0,0,1,0,1,0,0,0,1
Southern Region,South East Zone,Mulanje,Senior TA Sunganinzeru,Bondo Health Centre,yOl1A3B8XPT,e-mastercard,Public,2019 Q4,1st month of quarter,All patients (checked data),60,NA,NA,NA,NA,2,0,8,48,2,NA,NA,0,8,1,1,NA,NA
Southern Region,South East Zone,Mulanje,Senior TA Sunganinzeru,Bondo Health Centre,yOl1A3B8XPT,e-mastercard,Public,2019 Q4,1st month of quarter,ANC women after 6 months,NA,50,13,37,0,0,0,0,49,1,0,1,0,0,1,0,0,1
Southern Region,South East Zone,Mulanje,Senior TA Sunganinzeru,Bondo Health Centre,yOl1A3B8XPT,e-mastercard,Public,2019 Q4,2nd month of quarter,All patients (checked data),45,NA,NA,NA,NA,0,0,1,44,0,NA,NA,0,1,0,0,NA,NA
Southern Region,South East Zone,Mulanje,Senior TA Sunganinzeru,Bondo Health Centre,yOl1A3B8XPT,e-mastercard,Public,2019 Q4,2nd month of quarter,ANC women after 6 months,NA,43,3,38,2,0,0,2,39,2,0,4,0,2,2,0,0,4
Southern Region,South East Zone,Mulanje,Senior TA Sunganinzeru,Bondo Health Centre,yOl1A3B8XPT,e-mastercard,Public,2019 Q4,3rd month of quarter,All patients (checked data),36,NA,NA,NA,NA,1,0,1,34,0,NA,NA,0,1,0,0,NA,NA
Southern Region,South East Zone,Mulanje,Senior TA Sunganinzeru,Bondo Health Centre,yOl1A3B8XPT,e-mastercard,Public,2019 Q4,3rd month of quarter,ANC women after 6 months,NA,51,7,44,0,0,0,3,48,0,0,3,0,3,0,0,0,3
Southern Region,South East Zone,Mulanje,Senior TA Sunganinzeru,Mimosa Dispensary,DIg9ZFJWDIi,POC,Public,2019 Q4,1st month of quarter,All patients (checked data),79,NA,NA,NA,NA,1,0,5,73,0,NA,NA,0,4,1,0,NA,NA
Southern Region,South East Zone,Mulanje,Senior TA Sunganinzeru,Mimosa Dispensary,DIg9ZFJWDIi,POC,Public,2019 Q4,1st month of quarter,ANC women after 6 months,NA,87,0,82,5,0,0,7,79,1,0,8,0,7,1,0,0,8
Southern Region,South East Zone,Mulanje,Senior TA Sunganinzeru,Mimosa Dispensary,DIg9ZFJWDIi,POC,Public,2019 Q4,2nd month of quarter,All patients (checked data),77,NA,NA,NA,NA,0,0,4,72,1,NA,NA,0,4,1,0,NA,NA
Southern Region,South East Zone,Mulanje,Senior TA Sunganinzeru,Mimosa Dispensary,DIg9ZFJWDIi,POC,Public,2019 Q4,2nd month of quarter,ANC women after 6 months,NA,74,0,68,6,0,0,5,66,3,0,8,0,5,3,0,0,8
Southern Region,South East Zone,Mulanje,Senior TA Sunganinzeru,Mimosa Dispensary,DIg9ZFJWDIi,POC,Public,2019 Q4,3rd month of quarter,All patients (checked data),78,NA,NA,NA,NA,0,0,7,69,2,NA,NA,2,5,2,0,NA,NA
Southern Region,South East Zone,Mulanje,Senior TA Sunganinzeru,Mimosa Dispensary,DIg9ZFJWDIi,POC,Public,2019 Q4,3rd month of quarter,ANC women after 6 months,NA,86,0,81,5,0,0,10,75,1,0,11,0,10,1,0,0,11
Southern Region,South East Zone,Mulanje,TA Nkanda,Mulomba Health Centre,GMfQzHxQBNi,POC,Public,2019 Q4,1st month of quarter,All patients (checked data),110,NA,NA,NA,NA,0,0,6,101,3,NA,NA,0,6,3,0,NA,NA
Southern Region,South East Zone,Mulanje,TA Nkanda,Mulomba Health Centre,GMfQzHxQBNi,POC,Public,2019 Q4,1st month of quarter,ANC women after 6 months,NA,80,50,27,3,0,0,3,74,3,3,3,0,3,3,0,3,3
Southern Region,South East Zone,Mulanje,TA Nkanda,Mulomba Health Centre,GMfQzHxQBNi,POC,Public,2019 Q4,2nd month of quarter,All patients (checked data),97,NA,NA,NA,NA,3,1,1,89,3,NA,NA,0,1,3,0,NA,NA
Southern Region,South East Zone,Mulanje,TA Nkanda,Mulomba Health Centre,GMfQzHxQBNi,POC,Public,2019 Q4,2nd month of quarter,ANC women after 6 months,NA,104,0,103,1,0,0,4,96,4,2,6,0,4,4,0,4,4
Southern Region,South East Zone,Mulanje,TA Nkanda,Mulomba Health Centre,GMfQzHxQBNi,POC,Public,2019 Q4,3rd month of quarter,All patients (checked data),53,NA,NA,NA,NA,2,0,0,50,1,NA,NA,0,0,1,0,NA,NA
Southern Region,South East Zone,Mulanje,TA Nkanda,Mulomba Health Centre,GMfQzHxQBNi,POC,Public,2019 Q4,3rd month of quarter,ANC women after 6 months,NA,98,8,87,3,0,18,6,74,0,0,6,0,6,0,0,0,6
Southern Region,South East Zone,Mulanje,TA Nkanda,Chambe Health Centre,W8VLKHCXyi2,POC,Public,2019 Q4,1st month of quarter,All patients (checked data),56,NA,NA,NA,NA,1,0,5,45,5,NA,NA,0,5,5,0,NA,NA
Southern Region,South East Zone,Mulanje,TA Nkanda,Chambe Health Centre,W8VLKHCXyi2,POC,Public,2019 Q4,1st month of quarter,ANC women after 6 months,NA,69,0,60,9,0,0,5,63,1,1,5,0,5,1,0,1,5
Southern Region,South East Zone,Mulanje,TA Nkanda,Chambe Health Centre,W8VLKHCXyi2,POC,Public,2019 Q4,2nd month of quarter,All patients (checked data),78,NA,NA,NA,NA,0,0,8,68,2,NA,NA,0,8,2,0,NA,NA
Southern Region,South East Zone,Mulanje,TA Nkanda,Chambe Health Centre,W8VLKHCXyi2,POC,Public,2019 Q4,2nd month of quarter,ANC women after 6 months,NA,85,2,83,0,0,0,7,76,2,0,9,0,7,2,0,3,6
Southern Region,South East Zone,Mulanje,TA Nkanda,Chambe Health Centre,W8VLKHCXyi2,POC,Public,2019 Q4,3rd month of quarter,All patients (checked data),70,NA,NA,NA,NA,0,0,6,61,3,NA,NA,0,6,3,0,NA,NA
Southern Region,South East Zone,Mulanje,TA Nkanda,Chambe Health Centre,W8VLKHCXyi2,POC,Public,2019 Q4,3rd month of quarter,ANC women after 6 months,NA,119,0,106,13,0,0,19,96,4,6,17,0,19,4,0,21,2
Southern Region,South East Zone,Mulanje,TA Nkanda,Kambenje Health Centre,AVwjDE8mDRK,POC,Public,2019 Q4,1st month of quarter,All patients (checked data),90,NA,NA,NA,NA,0,2,7,80,1,NA,NA,0,7,1,0,NA,NA
Southern Region,South East Zone,Mulanje,TA Nkanda,Kambenje Health Centre,AVwjDE8mDRK,POC,Public,2019 Q4,1st month of quarter,ANC women after 6 months,NA,84,0,73,11,0,1,13,68,2,0,15,0,13,2,0,0,15
Southern Region,South East Zone,Mulanje,TA Nkanda,Kambenje Health Centre,AVwjDE8mDRK,POC,Public,2019 Q4,2nd month of quarter,All patients (checked data),68,NA,NA,NA,NA,0,1,5,61,1,NA,NA,0,5,1,0,NA,NA
Southern Region,South East Zone,Mulanje,TA Nkanda,Kambenje Health Centre,AVwjDE8mDRK,POC,Public,2019 Q4,2nd month of quarter,ANC women after 6 months,NA,60,0,58,2,0,0,4,53,3,0,7,0,4,3,0,0,7
Southern Region,South East Zone,Mulanje,TA Nkanda,Kambenje Health Centre,AVwjDE8mDRK,POC,Public,2019 Q4,3rd month of quarter,All patients (checked data),74,NA,NA,NA,NA,0,1,5,68,0,NA,NA,0,5,0,0,NA,NA
Southern Region,South East Zone,Mulanje,TA Nkanda,Kambenje Health Centre,AVwjDE8mDRK,POC,Public,2019 Q4,3rd month of quarter,ANC women after 6 months,NA,83,0,80,3,0,2,7,72,2,0,9,0,7,2,0,0,9
Southern Region,South East Zone,Mulanje,TA Nthiramanja,Chonde Health Centre,qpoiqLbt62x,POC,Public,2019 Q4,1st month of quarter,All patients (checked data),177,NA,NA,NA,NA,1,0,18,152,6,NA,NA,0,18,4,2,NA,NA
Southern Region,South East Zone,Mulanje,TA Nthiramanja,Chonde Health Centre,qpoiqLbt62x,POC,Public,2019 Q4,1st month of quarter,ANC women after 6 months,NA,177,2,161,14,0,0,17,151,9,0,26,0,17,5,4,0,26
Southern Region,South East Zone,Mulanje,TA Nthiramanja,Chonde Health Centre,qpoiqLbt62x,POC,Public,2019 Q4,2nd month of quarter,All patients (checked data),180,NA,NA,NA,NA,0,0,13,158,9,NA,NA,0,13,7,2,NA,NA
Southern Region,South East Zone,Mulanje,TA Nthiramanja,Chonde Health Centre,qpoiqLbt62x,POC,Public,2019 Q4,2nd month of quarter,ANC women after 6 months,NA,200,2,179,19,0,0,27,163,10,0,37,0,27,9,1,0,37
Southern Region,South East Zone,Mulanje,TA Nthiramanja,Chonde Health Centre,qpoiqLbt62x,POC,Public,2019 Q4,3rd month of quarter,All patients (checked data),168,NA,NA,NA,NA,0,0,14,150,4,NA,NA,0,14,4,0,NA,NA
Southern Region,South East Zone,Mulanje,TA Nthiramanja,Chonde Health Centre,qpoiqLbt62x,POC,Public,2019 Q4,3rd month of quarter,ANC women after 6 months,NA,149,0,136,13,0,0,18,124,7,0,25,0,18,7,0,0,25
Southern Region,South East Zone,Mulanje,TA Chikumbu,Mulanje Mission Hospital,jOigxlHn6sz,POC,Public,2019 Q4,1st month of quarter,All patients (checked data),252,NA,NA,NA,NA,0,1,25,223,3,NA,NA,0,25,3,0,NA,NA
Southern Region,South East Zone,Mulanje,TA Chikumbu,Mulanje Mission Hospital,jOigxlHn6sz,POC,Public,2019 Q4,1st month of quarter,ANC women after 6 months,NA,267,0,252,15,0,0,31,233,3,0,34,0,31,3,0,0,34
Southern Region,South East Zone,Mulanje,TA Chikumbu,Mulanje Mission Hospital,jOigxlHn6sz,POC,Public,2019 Q4,2nd month of quarter,All patients (checked data),233,NA,NA,NA,NA,3,7,23,190,10,NA,NA,3,22,8,0,NA,NA
Southern Region,South East Zone,Mulanje,TA Chikumbu,Mulanje Mission Hospital,jOigxlHn6sz,POC,Public,2019 Q4,2nd month of quarter,ANC women after 6 months,NA,256,0,238,18,0,0,27,226,3,0,30,0,27,2,1,0,30
Southern Region,South East Zone,Mulanje,TA Chikumbu,Mulanje Mission Hospital,jOigxlHn6sz,POC,Public,2019 Q4,3rd month of quarter,All patients (checked data),226,NA,NA,NA,NA,0,0,22,199,5,NA,NA,1,22,4,0,NA,NA
Southern Region,South East Zone,Mulanje,TA Chikumbu,Mulanje Mission Hospital,jOigxlHn6sz,POC,Public,2019 Q4,3rd month of quarter,ANC women after 6 months,NA,219,0,208,11,0,0,34,180,5,0,39,0,34,4,1,0,39
Southern Region,South East Zone,Mulanje,TA Chikumbu,Mbiza Health Centre,ycP81nJei2m,POC,Public,2019 Q4,1st month of quarter,All patients (checked data),93,NA,NA,NA,NA,0,0,5,85,3,NA,NA,0,5,3,0,NA,NA
Southern Region,South East Zone,Mulanje,TA Chikumbu,Mbiza Health Centre,ycP81nJei2m,POC,Public,2019 Q4,1st month of quarter,ANC women after 6 months,NA,99,2,91,6,0,0,5,94,0,0,5,0,5,0,0,0,5
Southern Region,South East Zone,Mulanje,TA Chikumbu,Mbiza Health Centre,ycP81nJei2m,POC,Public,2019 Q4,2nd month of quarter,All patients (checked data),79,NA,NA,NA,NA,1,0,8,69,1,NA,NA,0,8,1,0,NA,NA
Southern Region,South East Zone,Mulanje,TA Chikumbu,Mbiza Health Centre,ycP81nJei2m,POC,Public,2019 Q4,2nd month of quarter,ANC women after 6 months,NA,69,5,61,3,2,0,5,62,0,0,5,0,5,0,0,0,5
Southern Region,South East Zone,Mulanje,TA Chikumbu,Mbiza Health Centre,ycP81nJei2m,POC,Public,2019 Q4,3rd month of quarter,All patients (checked data),70,NA,NA,NA,NA,0,0,8,61,1,NA,NA,0,8,0,1,NA,NA
Southern Region,South East Zone,Mulanje,TA Chikumbu,Mbiza Health Centre,ycP81nJei2m,POC,Public,2019 Q4,3rd month of quarter,ANC women after 6 months,NA,73,4,65,4,0,0,9,63,1,0,10,0,9,1,0,0,10
Southern Region,South East Zone,Mulanje,TA Chikumbu,Chisitu Health Centre,J65NwYcaOUS,e-mastercard,Public,2019 Q4,1st month of quarter,All patients (checked data),56,NA,NA,NA,NA,0,0,4,49,3,NA,NA,0,4,3,0,NA,NA
Southern Region,South East Zone,Mulanje,TA Chikumbu,Chisitu Health Centre,J65NwYcaOUS,e-mastercard,Public,2019 Q4,1st month of quarter,ANC women after 6 months,NA,49,1,45,3,0,1,11,36,1,0,12,0,11,1,0,0,12
Southern Region,South East Zone,Mulanje,TA Chikumbu,Chisitu Health Centre,J65NwYcaOUS,e-mastercard,Public,2019 Q4,2nd month of quarter,All patients (checked data),59,NA,NA,NA,NA,0,2,11,42,4,NA,NA,0,11,4,0,NA,NA
Southern Region,South East Zone,Mulanje,TA Chikumbu,Chisitu Health Centre,J65NwYcaOUS,e-mastercard,Public,2019 Q4,2nd month of quarter,ANC women after 6 months,NA,52,1,44,7,0,2,3,46,1,0,4,0,3,0,1,0,4
Southern Region,South East Zone,Mulanje,TA Chikumbu,Chisitu Health Centre,J65NwYcaOUS,e-mastercard,Public,2019 Q4,3rd month of quarter,All patients (checked data),59,NA,NA,NA,NA,0,2,11,42,4,NA,NA,0,11,4,0,NA,NA
Southern Region,South East Zone,Mulanje,TA Chikumbu,Chisitu Health Centre,J65NwYcaOUS,e-mastercard,Public,2019 Q4,3rd month of quarter,ANC women after 6 months,NA,52,1,44,7,0,2,3,46,1,0,4,0,3,0,1,0,4
Southern Region,South East Zone,Mulanje,TA Mabuka,Mulanje District Hospital,gqQfhAquVRy,POC,Public,2019 Q4,1st month of quarter,All patients (checked data),292,NA,NA,NA,NA,0,3,27,254,8,NA,NA,0,27,8,0,NA,NA
Southern Region,South East Zone,Mulanje,TA Mabuka,Mulanje District Hospital,gqQfhAquVRy,POC,Public,2019 Q4,1st month of quarter,ANC women after 6 months,NA,243,160,75,8,0,1,30,208,4,0,34,0,30,4,0,0,34
Southern Region,South East Zone,Mulanje,TA Mabuka,Mulanje District Hospital,gqQfhAquVRy,POC,Public,2019 Q4,2nd month of quarter,All patients (checked data),248,NA,NA,NA,NA,0,0,29,213,6,NA,NA,0,29,6,0,NA,NA
Southern Region,South East Zone,Mulanje,TA Mabuka,Mulanje District Hospital,gqQfhAquVRy,POC,Public,2019 Q4,2nd month of quarter,ANC women after 6 months,NA,303,3,288,12,0,0,25,267,11,0,36,0,25,8,3,0,36
Southern Region,South East Zone,Mulanje,TA Mabuka,Mulanje District Hospital,gqQfhAquVRy,POC,Public,2019 Q4,3rd month of quarter,All patients (checked data),234,NA,NA,NA,NA,0,0,22,201,11,NA,NA,0,22,11,0,NA,NA
Southern Region,South East Zone,Mulanje,TA Mabuka,Mulanje District Hospital,gqQfhAquVRy,POC,Public,2019 Q4,3rd month of quarter,ANC women after 6 months,NA,225,182,40,3,2,0,22,197,4,0,26,0,22,4,0,0,26
Southern Region,South East Zone,Mulanje,TA Mabuka,Lujeri Health Centre,mXUiZRDY2fT,e-mastercard,Public,2019 Q4,1st month of quarter,All patients (checked data),22,NA,NA,NA,NA,0,1,1,20,0,NA,NA,0,1,0,0,NA,NA
Southern Region,South East Zone,Mulanje,TA Mabuka,Lujeri Health Centre,mXUiZRDY2fT,e-mastercard,Public,2019 Q4,1st month of quarter,ANC women after 6 months,NA,24,0,22,2,0,0,3,19,2,0,5,0,3,2,0,3,2
Southern Region,South East Zone,Mulanje,TA Mabuka,Lujeri Health Centre,mXUiZRDY2fT,e-mastercard,Public,2019 Q4,2nd month of quarter,All patients (checked data),16,NA,NA,NA,NA,0,0,3,12,1,NA,NA,0,3,1,0,NA,NA
Southern Region,South East Zone,Mulanje,TA Mabuka,Lujeri Health Centre,mXUiZRDY2fT,e-mastercard,Public,2019 Q4,2nd month of quarter,ANC women after 6 months,NA,38,1,35,2,0,0,5,31,2,0,7,0,5,2,0,5,2
Southern Region,South East Zone,Mulanje,TA Mabuka,Lujeri Health Centre,mXUiZRDY2fT,e-mastercard,Public,2019 Q4,3rd month of quarter,All patients (checked data),19,NA,NA,NA,NA,0,0,3,16,0,NA,NA,0,3,0,0,NA,NA
Southern Region,South East Zone,Mulanje,TA Mabuka,Lujeri Health Centre,mXUiZRDY2fT,e-mastercard,Public,2019 Q4,3rd month of quarter,ANC women after 6 months,NA,40,0,34,6,0,0,4,35,1,0,5,0,4,1,0,0,5
Southern Region,South East Zone,Mulanje,TA Mabuka,Milonde Health Centre,X4WXtwY28IM,POC,Public,2019 Q4,1st month of quarter,All patients (checked data),56,NA,NA,NA,NA,0,0,4,52,0,NA,NA,0,4,0,0,NA,NA
Southern Region,South East Zone,Mulanje,TA Mabuka,Milonde Health Centre,X4WXtwY28IM,POC,Public,2019 Q4,1st month of quarter,ANC women after 6 months,NA,106,38,65,3,0,0,9,93,4,0,13,0,9,4,0,0,13
Southern Region,South East Zone,Mulanje,TA Mabuka,Milonde Health Centre,X4WXtwY28IM,POC,Public,2019 Q4,2nd month of quarter,All patients (checked data),61,NA,NA,NA,NA,0,0,3,57,1,NA,NA,1,3,0,0,NA,NA
Southern Region,South East Zone,Mulanje,TA Mabuka,Milonde Health Centre,X4WXtwY28IM,POC,Public,2019 Q4,2nd month of quarter,ANC women after 6 months,NA,49,3,43,3,0,0,4,44,1,0,5,0,4,1,0,0,5
Southern Region,South East Zone,Mulanje,TA Mabuka,Milonde Health Centre,X4WXtwY28IM,POC,Public,2019 Q4,3rd month of quarter,All patients (checked data),89,NA,NA,NA,NA,0,0,9,79,1,NA,NA,0,9,1,0,NA,NA
