area_level,area_name,sex,age_group,indicator,indicator_label,mean,lower,upper
District,Chiradzulu,male,60-64,prevalence,HIV prevalence,0.284300830658438,0.236813375058938,0.335346666248004
District,Chiradzulu,male,65-69,prevalence,HIV prevalence,0.250317978050544,0.199755213250836,0.302470750275488
District,Chiradzulu,female,0-4,plhiv,PLHIV,181.033067464663,159.811499623615,204.297844811526
District,Chiradzulu,female,5-9,plhiv,PLHIV,318.412666449599,276.879032919443,362.782489734578
District,Chiradzulu,female,10-14,plhiv,PLHIV,533.367392087218,464.001657408984,607.363161189259
District,Chiradzulu,female,15-19,plhiv,PLHIV,856.878762337078,691.849580896351,1086.00749443145
District,Chiradzulu,female,20-24,plhiv,PLHIV,1344.65848977157,1109.17198783566,1620.60957086858
District,Chiradzulu,female,25-29,plhiv,PLHIV,2140.2418586536,1823.65420062496,2495.30198972922
District,Chiradzulu,female,30-34,plhiv,PLHIV,3283.09215743502,2844.41686580244,3712.80234659174
District,Chiradzulu,female,35-39,plhiv,PLHIV,4469.13751524123,3951.9104510779,4978.70934238679
District,Chiradzulu,female,40-44,plhiv,PLHIV,4363.10843601481,3907.64258934901,4828.90972327937
District,Chiradzulu,female,45-49,plhiv,PLHIV,3013.22172906064,2699.49098729249,3337.41500776885
District,Chiradzulu,female,50-54,plhiv,PLHIV,1988.19150122101,1738.77297120253,2251.27546071877
District,Chiradzulu,female,55-59,plhiv,PLHIV,1312.22665156841,1109.85094303471,1521.81516658116
District,Chiradzulu,female,60-64,plhiv,PLHIV,839.444168580292,694.583194557778,1012.89698083323
District,Chiradzulu,female,65-69,plhiv,PLHIV,643.112139084578,521.413025908995,789.187931959141
District,Chiradzulu,male,0-4,plhiv,PLHIV,185.782669488442,163.96479004239,209.654903750111
District,Chiradzulu,male,5-9,plhiv,PLHIV,332.304009056162,288.959778630949,378.607351939907
District,Chiradzulu,male,10-14,plhiv,PLHIV,545.799043874093,474.817951678497,621.517264214694
District,Chiradzulu,male,15-19,plhiv,PLHIV,663.004393130161,524.89230943326,828.02056915164
District,Chiradzulu,male,20-24,plhiv,PLHIV,673.244837820162,522.836126058434,853.654420775224
District,Chiradzulu,male,25-29,plhiv,PLHIV,887.987948045206,704.744081125693,1084.3127380917
District,Chiradzulu,male,30-34,plhiv,PLHIV,1357.74701572433,1135.6151573095501,1598.96272789943
District,Chiradzulu,male,35-39,plhiv,PLHIV,1889.41880865344,1604.48821104477,2193.163751854
District,Chiradzulu,male,40-44,plhiv,PLHIV,2375.23815832104,2070.24502806006,2706.73141554182
District,Chiradzulu,male,45-49,plhiv,PLHIV,2217.46973324943,1960.97321732418,2487.31094682782
District,Chiradzulu,male,50-54,plhiv,PLHIV,1598.72913926242,1392.48035792372,1795.55780608016
District,Chiradzulu,male,55-59,plhiv,PLHIV,1028.83861659427,871.748508500297,1182.5686905117
District,Chiradzulu,male,60-64,plhiv,PLHIV,685.742641812756,569.987815018505,810.722291599915
District,Chiradzulu,male,65-69,plhiv,PLHIV,467.040450626431,371.859291498258,565.667187233185
District,Chiradzulu,female,0-4,art_coverage,ART coverage,0.450255085728033,0.39141026305885,0.507945071270148
District,Chiradzulu,female,5-9,art_coverage,ART coverage,0.490107033632822,0.430258208135898,0.547945556767421
District,Chiradzulu,female,10-14,art_coverage,ART coverage,0.504760704277524,0.444731744731855,0.562469624883181
District,Chiradzulu,female,15-19,art_coverage,ART coverage,0.972711553898043,0.954010811907567,0.985088457081225
District,Chiradzulu,female,20-24,art_coverage,ART coverage,0.954959321578155,0.932458624649691,0.972043427629211
District,Chiradzulu,female,25-29,art_coverage,ART coverage,0.963746863105627,0.946304823002179,0.976671933478083
District,Chiradzulu,female,30-34,art_coverage,ART coverage,0.978490297181014,0.967557575330377,0.986163413573194
District,Chiradzulu,female,35-39,art_coverage,ART coverage,0.988575974142681,0.982380754863009,0.992963314145856
District,Chiradzulu,female,40-44,art_coverage,ART coverage,0.991848714331745,0.986318654477424,0.995205758733018
District,Chiradzulu,female,45-49,art_coverage,ART coverage,0.993423307767373,0.988556659774311,0.996309413910482
District,Chiradzulu,female,50-54,art_coverage,ART coverage,0.992757160780816,0.987186007865787,0.996288786013502
District,Chiradzulu,female,55-59,art_coverage,ART coverage,0.989058733412288,0.980558668140233,0.994393497071567
District,Chiradzulu,female,60-64,art_coverage,ART coverage,0.989519870947027,0.980395179798881,0.995011242116952
District,Chiradzulu,female,65-69,art_coverage,ART coverage,0.989524921170643,0.979166075146562,0.99536692285493
District,Chiradzulu,male,0-4,art_coverage,ART coverage,0.450438858445569,0.392096825983424,0.508665198204885
District,Chiradzulu,male,5-9,art_coverage,ART coverage,0.489984893785474,0.430672151618877,0.548363750543739
District,Chiradzulu,male,10-14,art_coverage,ART coverage,0.504831885596714,0.44534268919334,0.56307829626386
District,Chiradzulu,male,15-19,art_coverage,ART coverage,0.79964317738747,0.740176292657709,0.853146803957982
District,Chiradzulu,male,20-24,art_coverage,ART coverage,0.676273926507365,0.556304420291877,0.780705064508335
District,Chiradzulu,male,25-29,art_coverage,ART coverage,0.689793450525383,0.581114109293667,0.788630062343779
District,Chiradzulu,male,30-34,art_coverage,ART coverage,0.740872200187812,0.63643974643222,0.826889076064731
District,Chiradzulu,male,35-39,art_coverage,ART coverage,0.838037453109329,0.761248341885631,0.89962603636907
District,Chiradzulu,male,40-44,art_coverage,ART coverage,0.882282046170241,0.82334432455229,0.928896627702272
District,Chiradzulu,male,45-49,art_coverage,ART coverage,0.907013832324564,0.85953784268752,0.941955070426902
District,Chiradzulu,male,50-54,art_coverage,ART coverage,0.908716393543069,0.854371816162372,0.946705603159174
District,Chiradzulu,male,55-59,art_coverage,ART coverage,0.878018823302652,0.812817150251603,0.928678741109574
District,Chiradzulu,male,60-64,art_coverage,ART coverage,0.876605711655971,0.800868529150332,0.9335129884551708
District,Chiradzulu,male,65-69,art_coverage,ART coverage,0.878976056047304,0.79389015473482,0.938014254698991
District,Chiradzulu,female,0-4,aware_plhiv_prop,Proportion PLHIV aware,0.471427494744419,0.416534869830892,0.525551662493031
District,Chiradzulu,female,5-9,aware_plhiv_prop,Proportion PLHIV aware,0.52266403647992,0.468933847994042,0.575032985868743
District,Chiradzulu,female,10-14,aware_plhiv_prop,Proportion PLHIV aware,0.547501688575283,0.49544487082462,0.598092523596941
District,Chiradzulu,female,15-19,aware_plhiv_prop,Proportion PLHIV aware,0.972711553898043,0.954010811907567,0.985088457081225
District,Chiradzulu,female,20-24,aware_plhiv_prop,Proportion PLHIV aware,0.954959321578155,0.932458624649691,0.972043427629211
District,Chiradzulu,female,25-29,aware_plhiv_prop,Proportion PLHIV aware,0.963746863105627,0.946304823002179,0.976671933478083
District,Chiradzulu,female,30-34,aware_plhiv_prop,Proportion PLHIV aware,0.978490297181014,0.967557575330377,0.986163413573194
District,Chiradzulu,female,35-39,aware_plhiv_prop,Proportion PLHIV aware,0.988575974142681,0.982380754863009,0.992963314145856
District,Chiradzulu,female,40-44,aware_plhiv_prop,Proportion PLHIV aware,0.991848714331745,0.986318654477424,0.995205758733018
District,Chiradzulu,female,45-49,aware_plhiv_prop,Proportion PLHIV aware,0.993423307767373,0.988556659774311,0.996309413910482
District,Chiradzulu,female,50-54,aware_plhiv_prop,Proportion PLHIV aware,0.992757160780816,0.987186007865787,0.996288786013502
District,Chiradzulu,female,55-59,aware_plhiv_prop,Proportion PLHIV aware,0.989058733412288,0.980558668140233,0.994393497071567
District,Chiradzulu,female,60-64,aware_plhiv_prop,Proportion PLHIV aware,0.989519870947027,0.980395179798881,0.995011242116952
District,Chiradzulu,female,65-69,aware_plhiv_prop,Proportion PLHIV aware,0.989524921170643,0.979166075146562,0.99536692285493
District,Chiradzulu,male,0-4,aware_plhiv_prop,Proportion PLHIV aware,0.471623413667646,0.415155407682232,0.527907300108411
District,Chiradzulu,male,5-9,aware_plhiv_prop,Proportion PLHIV aware,0.522558383932684,0.466505438478294,0.577620454540212
District,Chiradzulu,male,10-14,aware_plhiv_prop,Proportion PLHIV aware,0.547590047063302,0.492581781674862,0.60131150455205
District,Chiradzulu,male,15-19,aware_plhiv_prop,Proportion PLHIV aware,0.819966939426097,0.766009731369365,0.868307861382621
District,Chiradzulu,male,20-24,aware_plhiv_prop,Proportion PLHIV aware,0.748318852188949,0.651177716416211,0.831140017312102
District,Chiradzulu,male,25-29,aware_plhiv_prop,Proportion PLHIV aware,0.773062564244236,0.68989519778171,0.847010889446791
District,Chiradzulu,male,30-34,aware_plhiv_prop,Proportion PLHIV aware,0.839128292520311,0.770919886236159,0.893817660785564
District,Chiradzulu,male,35-39,aware_plhiv_prop,Proportion PLHIV aware,0.884515200393456,0.828450060664494,0.928866252346585
District,Chiradzulu,male,40-44,aware_plhiv_prop,Proportion PLHIV aware,0.916777853159976,0.874388142814005,0.949960389338761
District,Chiradzulu,male,45-49,aware_plhiv_prop,Proportion PLHIV aware,0.935599721847114,0.902255820666442,0.959938961881532
District,Chiradzulu,male,50-54,aware_plhiv_prop,Proportion PLHIV aware,0.933386316123766,0.893220016479884,0.961237799176038
District,Chiradzulu,male,55-59,aware_plhiv_prop,Proportion PLHIV aware,0.910960827960538,0.862558423035502,0.948176623763861
District,Chiradzulu,male,60-64,aware_plhiv_prop,Proportion PLHIV aware,0.909935488690013,0.853655418229887,0.951719570191015
District,Chiradzulu,male,65-69,aware_plhiv_prop,Proportion PLHIV aware,0.911684869694929,0.84843610745167,0.955005670133485
District,Chiradzulu,female,0-4,incidence,HIV incidence,0.00171371251913037,0.00152761320591688,0.00190173272355621
District,Chiradzulu,female,5-9,incidence,HIV incidence,0,0,0
District,Chiradzulu,female,10-14,incidence,HIV incidence,0,0,0
District,Chiradzulu,female,15-19,incidence,HIV incidence,0.00158423355178928,0.00138762573280923,0.00180570268050534
District,Chiradzulu,female,20-24,incidence,HIV incidence,0.00482446950208958,0.00422564099174589,0.00549905402420186
District,Chiradzulu,female,25-29,incidence,HIV incidence,0.00508992222768528,0.00445813550122352,0.00580163759568797
District,Chiradzulu,female,30-34,incidence,HIV incidence,0.00413913973579447,0.0036253928173056,0.00471787372076725
District,Chiradzulu,female,35-39,incidence,HIV incidence,0.0030905359864513,0.00270696117120981,0.00352262472915494
District,Chiradzulu,female,40-44,incidence,HIV incidence,0.00225277561454371,0.00197318950724566,0.00256771925379004
District,Chiradzulu,female,45-49,incidence,HIV incidence,0.0016239451575656,0.00142240810124515,0.00185096714282021
District,Chiradzulu,female,50-54,incidence,HIV incidence,0.00115927845380645,0.00101541160436982,0.00132133648206978
District,Chiradzulu,female,55-59,incidence,HIV incidence,8.389525683379e-4,7.3484003839811e-4,9.5622895997174e-4
District,Chiradzulu,female,60-64,incidence,HIV incidence,6.1636739890065e-4,5.3987818015227e-4,7.0252752101432e-4
District,Chiradzulu,female,65-69,incidence,HIV incidence,4.5430221661624e-4,3.979252335012e-4,5.1780705736145e-4
District,Chiradzulu,male,0-4,incidence,HIV incidence,0.00171965319906087,0.00153290828146346,0.00190832579066173
District,Chiradzulu,male,5-9,incidence,HIV incidence,0,0,0
District,Chiradzulu,male,10-14,incidence,HIV incidence,0,0,0
District,Chiradzulu,male,15-19,incidence,HIV incidence,9.16489285709575e-5,8.02758991294114e-5,1.0445980054193e-4
District,Chiradzulu,male,20-24,incidence,HIV incidence,0.00107042685408681,9.3758774476146e-4,0.00122006232839829
District,Chiradzulu,male,25-29,incidence,HIV incidence,0.00249848240331741,0.00218840163924584,0.00284777738376469
District,Chiradzulu,male,30-34,incidence,HIV incidence,0.00331123087261137,0.00290026556773754,0.00377417422274767
District,Chiradzulu,male,35-39,incidence,HIV incidence,0.00344980889597104,0.00302164102456655,0.00393213167617837
District,Chiradzulu,male,40-44,incidence,HIV incidence,0.00318693559089832,0.0027913984338055,0.00363249894899125
District,Chiradzulu,male,45-49,incidence,HIV incidence,0.00276219008313995,0.00241937585338701,0.00314835995947336
District,Chiradzulu,male,50-54,incidence,HIV incidence,0.00230078192584376,0.00201523928763784,0.00262243490413797
District,Chiradzulu,male,55-59,incidence,HIV incidence,0.00186654002377541,0.00163489470114021,0.00212747803496014
District,Chiradzulu,male,60-64,incidence,HIV incidence,0.00149848985769037,0.00131252446301902,0.00170797034159229
District,Chiradzulu,male,65-69,incidence,HIV incidence,0.00119627181249908,0.00104781443303801,0.00136350069667122
District,Blantyre,female,0-4,population,Population,100395.019749914,100395.019749914,100395.019749914
District,Blantyre,female,5-9,population,Population,87080.7684703678,87080.7684703678,87080.7684703678
District,Blantyre,female,10-14,population,Population,85511.3222269488,85511.3222269488,85511.3222269488
District,Blantyre,female,15-19,population,Population,87653.0387498964,87653.0387498964,87653.0387498964
District,Blantyre,female,20-24,population,Population,82619.5634650649,82619.5634650649,82619.5634650649
District,Blantyre,female,25-29,population,Population,68888.357822745,68888.357822745,68888.357822745
District,Blantyre,female,30-34,population,Population,58707.4928061218,58707.4928061218,58707.4928061218
District,Blantyre,female,35-39,population,Population,50538.6301041822,50538.6301041822,50538.6301041822
District,Blantyre,female,40-44,population,Population,39287.0077780644,39287.0077780644,39287.0077780644
District,Blantyre,female,45-49,population,Population,20991.1688335136,20991.1688335136,20991.1688335136
District,Blantyre,female,50-54,population,Population,14529.854003476,14529.854003476,14529.854003476
District,Blantyre,female,55-59,population,Population,10814.3457453571,10814.3457453571,10814.3457453571
District,Blantyre,female,60-64,population,Population,8123.04401155533,8123.04401155533,8123.04401155533
District,Blantyre,female,65-69,population,Population,4884.5414862979,4884.5414862979,4884.5414862979
District,Blantyre,male,0-4,population,Population,100278.139267689,100278.139267689,100278.139267689
District,Blantyre,male,5-9,population,Population,88001.8500162058,88001.8500162058,88001.8500162058
District,Blantyre,male,10-14,population,Population,83460.6950808276,83460.6950808276,83460.6950808276
District,Blantyre,male,15-19,population,Population,83977.8990571268,83977.8990571268,83977.8990571268
District,Blantyre,male,20-24,population,Population,83915.857505644,83915.857505644,83915.857505644
District,Blantyre,male,25-29,population,Population,68864.2683914159,68864.2683914159,68864.2683914159
District,Blantyre,male,30-34,population,Population,54957.9364338862,54957.9364338862,54957.9364338862
District,Blantyre,male,35-39,population,Population,45718.6334078931,45718.6334078931,45718.6334078931
District,Blantyre,male,40-44,population,Population,40507.0762315922,40507.0762315922,40507.0762315922
District,Blantyre,male,45-49,population,Population,26078.0532373572,26078.0532373572,26078.0532373572
District,Blantyre,male,50-54,population,Population,15806.9469762805,15806.9469762805,15806.9469762805
District,Blantyre,male,55-59,population,Population,9405.23793141604,9405.23793141604,9405.23793141604
District,Blantyre,male,60-64,population,Population,7365.0013300659,7365.0013300659,7365.0013300659
District,Blantyre,male,65-69,population,Population,4375.05019136575,4375.05019136575,4375.05019136575
District,Blantyre,female,0-4,prevalence,HIV prevalence,0.00570469718560892,0.00528620013638244,0.00614602709861931
District,Blantyre,female,5-9,prevalence,HIV prevalence,0.0106265746524981,0.00975693689554912,0.0115445643480279
District,Blantyre,female,10-14,prevalence,HIV prevalence,0.0177674984428444,0.0163268841614869,0.0192952632333111
District,Blantyre,female,15-19,prevalence,HIV prevalence,0.0285501030206215,0.023266673393228,0.0348592783450692
District,Blantyre,female,20-24,prevalence,HIV prevalence,0.0554916418936881,0.0475886888247871,0.0640398606653093
District,Blantyre,female,25-29,prevalence,HIV prevalence,0.113412692212799,0.10009280413912,0.127490561572635
District,Blantyre,female,30-34,prevalence,HIV prevalence,0.200144529643825,0.181596093333121,0.220769513700545
District,Blantyre,female,35-39,prevalence,HIV prevalence,0.29104440280032,0.267123243703218,0.314460864614697
District,Blantyre,female,40-44,prevalence,HIV prevalence,0.338756291291915,0.313891569194479,0.366818019920989
District,Blantyre,female,45-49,prevalence,HIV prevalence,0.381900675803681,0.348817936859977,0.416507267035558
District,Blantyre,female,50-54,prevalence,HIV prevalence,0.315525032010702,0.283454667414599,0.34715933843048
District,Blantyre,female,55-59,prevalence,HIV prevalence,0.245185625958948,0.213425495436972,0.278773220400146
District,Blantyre,female,60-64,prevalence,HIV prevalence,0.184887669073586,0.156445430629359,0.21595842461439901
District,Blantyre,female,65-69,prevalence,HIV prevalence,0.194302874185979,0.156456800019104,0.233996000416823
District,Blantyre,male,0-4,prevalence,HIV prevalence,0.00574832527112175,0.00532677834951176,0.00619243614592152
District,Blantyre,male,5-9,prevalence,HIV prevalence,0.0106498906073929,0.00978514065404157,0.011570095469666
District,Blantyre,male,10-14,prevalence,HIV prevalence,0.0178401362088756,0.0164094572102541,0.0193808691443956
District,Blantyre,male,15-19,prevalence,HIV prevalence,0.0219791467018809,0.0177524315806289,0.027029565194276
District,Blantyre,male,20-24,prevalence,HIV prevalence,0.0273275881390825,0.0220194798467219,0.0337818508210466
District,Blantyre,male,25-29,prevalence,HIV prevalence,0.0511661880117335,0.0421804025075173,0.0609674113323676
District,Blantyre,male,30-34,prevalence,HIV prevalence,0.102015919318405,0.0878879379537792,0.116542136683669
District,Blantyre,male,35-39,prevalence,HIV prevalence,0.166926213958225,0.14846061745913,0.186217485479129
District,Blantyre,male,40-44,prevalence,HIV prevalence,0.237645565151737,0.215175573381488,0.263500106297439
District,Blantyre,male,45-49,prevalence,HIV prevalence,0.321679099254471,0.29335436461816,0.35291350362118
District,Blantyre,male,50-54,prevalence,HIV prevalence,0.340996408133408,0.30738261514238,0.37692160963866
District,Blantyre,male,55-59,prevalence,HIV prevalence,0.315902561355296,0.278356971201287,0.357979767268408
District,Blantyre,male,60-64,prevalence,HIV prevalence,0.246973733747209,0.207521808907228,0.287287037584733
District,Blantyre,male,65-69,prevalence,HIV prevalence,0.233750719466833,0.191223827879971,0.275181093985725
District,Blantyre,female,0-4,plhiv,PLHIV,572.723186616484,530.717235145406,617.019394105904
District,Blantyre,female,5-9,plhiv,PLHIV,925.370286947264,849.671722994608,1005.27186763437
District,Blantyre,female,10-14,plhiv,PLHIV,1519.32228451288,1396.21551902641,1649.86063000022
District,Blantyre,female,15-19,plhiv,PLHIV,2502.50328638007,2040.16875677443,3054.13780852068
District,Blantyre,female,20-24,plhiv,PLHIV,4584.69522921622,3933.9843396723,5287.70666353387
District,Blantyre,female,25-29,plhiv,PLHIV,7812.81412279617,6901.78162039327,8773.81133197989
District,Blantyre,female,30-34,plhiv,PLHIV,11749.9835342495,10675.042466082,12941.9634316067
District,Blantyre,female,35-39,plhiv,PLHIV,14708.985417018,13522.6839028705,15866.4165812099
District,Blantyre,female,40-44,plhiv,PLHIV,13308.7210508537,12353.2196081213,14383.1160262488
District,Blantyre,female,45-49,plhiv,PLHIV,8016.54156342803,7338.88008449061,8722.1082569518
District,Blantyre,female,50-54,plhiv,PLHIV,4584.53264955761,4127.77874471673,5033.08065371089
District,Blantyre,female,55-59,plhiv,PLHIV,2651.52213091188,2313.21832157869,3007.65322553993
District,Blantyre,female,60-64,plhiv,PLHIV,1501.85067307862,1273.36597381342,1750.40624892976
District,Blantyre,female,65-69,plhiv,PLHIV,949.080449868338,766.25423073891,1139.78919402491
District,Blantyre,male,0-4,plhiv,PLHIV,576.431362093525,534.169039730236,620.954194500753
District,Blantyre,male,5-9,plhiv,PLHIV,937.210075920787,861.142280162586,1018.14979725724
District,Blantyre,male,10-14,plhiv,PLHIV,1488.9501683294,1369.6283443476,1617.43443949304
District,Blantyre,male,15-19,plhiv,PLHIV,1845.76256309233,1490.53293213546,2270.39384699781
District,Blantyre,male,20-24,plhiv,PLHIV,2293.21799225217,1847.34934926945,2835.64334939162
District,Blantyre,male,25-29,plhiv,PLHIV,3523.52210380566,2903.56727204768,4200.2990755854
District,Blantyre,male,30-34,plhiv,PLHIV,5606.58440914538,4827.12014994433,6409.03745772713
District,Blantyre,male,35-39,plhiv,PLHIV,7631.63838212362,6781.87737944481,8520.87965511392
District,Blantyre,male,40-44,plhiv,PLHIV,9626.32702370123,8707.47527558576,10685.844545256
District,Blantyre,male,45-49,plhiv,PLHIV,8388.76467570321,7640.58640388481,9215.96537146462
District,Blantyre,male,50-54,plhiv,PLHIV,5390.11214246688,4851.57609532417,5967.45094049953
District,Blantyre,male,55-59,plhiv,PLHIV,2971.13875269031,2613.70196558855,3373.12079923897
District,Blantyre,male,60-64,plhiv,PLHIV,1818.96187753954,1525.73864675554,2119.64517353011
District,Blantyre,male,65-69,plhiv,PLHIV,1022.67112993525,835.063173119133,1206.11304263558
District,Blantyre,female,0-4,art_coverage,ART coverage,0.629623896248768,0.581398601213007,0.675166091889361
District,Blantyre,female,5-9,art_coverage,ART coverage,0.664436531819756,0.619334728542368,0.706626002921576
District,Blantyre,female,10-14,art_coverage,ART coverage,0.677123072753896,0.632983118591748,0.718150647886563
District,Blantyre,female,15-19,art_coverage,ART coverage,0.970713359061954,0.953107411611388,0.983531708877872
District,Blantyre,female,20-24,art_coverage,ART coverage,0.951573382193484,0.929785214100274,0.966632064173165
District,Blantyre,female,25-29,art_coverage,ART coverage,0.960954354936129,0.945584480381146,0.972106650837924
District,Blantyre,female,30-34,art_coverage,ART coverage,0.976827825416559,0.967609543888685,0.98397640831316
District,Blantyre,female,35-39,art_coverage,ART coverage,0.98768558147256,0.982287804100495,0.992085155322897
District,Blantyre,female,40-44,art_coverage,ART coverage,0.991211137410261,0.986150320878182,0.994591926895496
District,Blantyre,female,45-49,art_coverage,ART coverage,0.992924301805487,0.988609726421646,0.995759451068756
District,Blantyre,female,50-54,art_coverage,ART coverage,0.992186394120828,0.986540611048793,0.995773956395954
District,Blantyre,female,55-59,art_coverage,ART coverage,0.988185590473084,0.979384553188039,0.99389927802919
District,Blantyre,female,60-64,art_coverage,ART coverage,0.988665239603291,0.978229473324381,0.994666721466279
District,Blantyre,female,65-69,art_coverage,ART coverage,0.988706518611423,0.977415339134249,0.994822248614081
District,Blantyre,male,0-4,art_coverage,ART coverage,0.62973350774953,0.581855784055321,0.674536813281708
District,Blantyre,male,5-9,art_coverage,ART coverage,0.663959614357766,0.619955668640132,0.705346260753797
District,Blantyre,male,10-14,art_coverage,ART coverage,0.676429680054569,0.633202086620414,0.716784287214897
District,Blantyre,male,15-19,art_coverage,ART coverage,0.790165850409539,0.745760897814507,0.829699970636026
District,Blantyre,male,20-24,art_coverage,ART coverage,0.663995118729403,0.549859135432348,0.76226364938027
District,Blantyre,male,25-29,art_coverage,ART coverage,0.67791039449549,0.574566044066549,0.76526201720394
District,Blantyre,male,30-34,art_coverage,ART coverage,0.730264768498914,0.644280937239437,0.807067946313278
District,Blantyre,male,35-39,art_coverage,ART coverage,0.830643279044674,0.760937020468285,0.885272357725689
District,Blantyre,male,40-44,art_coverage,ART coverage,0.876584922257653,0.823207902074175,0.915209880937079
District,Blantyre,male,45-49,art_coverage,ART coverage,0.902126498329034,0.856904136543243,0.937518070377831
District,Blantyre,male,50-54,art_coverage,ART coverage,0.903761114820965,0.853110674847155,0.941701530093355
District,Blantyre,male,55-59,art_coverage,ART coverage,0.871552159233918,0.804430494825718,0.922811067901569
District,Blantyre,male,60-64,art_coverage,ART coverage,0.870099657956841,0.795790387882481,0.925437907852678
District,Blantyre,male,65-69,art_coverage,ART coverage,0.872762461877677,0.786500899038685,0.933071798851227
District,Blantyre,female,0-4,aware_plhiv_prop,Proportion PLHIV aware,0.643888247141221,0.598219798984741,0.687162092102966
District,Blantyre,female,5-9,aware_plhiv_prop,Proportion PLHIV aware,0.685862481008197,0.644531870042108,0.724712360952119
District,Blantyre,female,10-14,aware_plhiv_prop,Proportion PLHIV aware,0.704988546670707,0.665728734762219,0.741706289222783
District,Blantyre,female,15-19,aware_plhiv_prop,Proportion PLHIV aware,0.970713359061954,0.953107411611388,0.983531708877872
District,Blantyre,female,20-24,aware_plhiv_prop,Proportion PLHIV aware,0.951573382193484,0.929785214100274,0.966632064173165
District,Blantyre,female,25-29,aware_plhiv_prop,Proportion PLHIV aware,0.960954354936129,0.945584480381146,0.972106650837924
District,Blantyre,female,30-34,aware_plhiv_prop,Proportion PLHIV aware,0.976827825416559,0.967609543888685,0.98397640831316
District,Blantyre,female,35-39,aware_plhiv_prop,Proportion PLHIV aware,0.98768558147256,0.982287804100495,0.992085155322897
District,Blantyre,female,40-44,aware_plhiv_prop,Proportion PLHIV aware,0.991211137410261,0.986150320878182,0.994591926895496
District,Blantyre,female,45-49,aware_plhiv_prop,Proportion PLHIV aware,0.992924301805487,0.988609726421646,0.995759451068756
District,Blantyre,female,50-54,aware_plhiv_prop,Proportion PLHIV aware,0.992186394120828,0.986540611048793,0.995773956395954
District,Blantyre,female,55-59,aware_plhiv_prop,Proportion PLHIV aware,0.988185590473084,0.979384553188039,0.99389927802919
District,Blantyre,female,60-64,aware_plhiv_prop,Proportion PLHIV aware,0.988665239603291,0.978229473324381,0.994666721466279
District,Blantyre,female,65-69,aware_plhiv_prop,Proportion PLHIV aware,0.988706518611423,0.977415339134249,0.994822248614081
District,Blantyre,male,0-4,aware_plhiv_prop,Proportion PLHIV aware,0.644006589230106,0.597818990203835,0.687195967642246
District,Blantyre,male,5-9,aware_plhiv_prop,Proportion PLHIV aware,0.685421739807395,0.644028635205298,0.724310498733152
District,Blantyre,male,10-14,aware_plhiv_prop,Proportion PLHIV aware,0.704370235158152,0.664630521151061,0.741416437437477
District,Blantyre,male,15-19,aware_plhiv_prop,Proportion PLHIV aware,0.811450971965402,0.77116402481029,0.847204500697999
District,Blantyre,male,20-24,aware_plhiv_prop,Proportion PLHIV aware,0.738772681248909,0.646253609572213,0.816858320321483
District,Blantyre,male,25-29,aware_plhiv_prop,Proportion PLHIV aware,0.764369291104345,0.685190793985876,0.829905696666257
District,Blantyre,male,30-34,aware_plhiv_prop,Proportion PLHIV aware,0.832542987319541,0.776418775701806,0.881522619269238
District,Blantyre,male,35-39,aware_plhiv_prop,Proportion PLHIV aware,0.879242903022823,0.828339876872803,0.918641055102851
District,Blantyre,male,40-44,aware_plhiv_prop,Proportion PLHIV aware,0.912750201749174,0.87435645896401,0.940282966145386
District,Blantyre,male,45-49,aware_plhiv_prop,Proportion PLHIV aware,0.932214856370813,0.900443077669778,0.956879437483915
District,Blantyre,male,50-54,aware_plhiv_prop,Proportion PLHIV aware,0.929770230135001,0.892326666444479,0.957599117761648
District,Blantyre,male,55-59,aware_plhiv_prop,Proportion PLHIV aware,0.906240538895234,0.856370614201456,0.943917481844127
District,Blantyre,male,60-64,aware_plhiv_prop,Proportion PLHIV aware,0.905186771753172,0.849936508778176,0.945849809094193
District,Blantyre,male,65-69,aware_plhiv_prop,Proportion PLHIV aware,0.907150606797597,0.84297840709965,0.951425099679884
District,Blantyre,female,0-4,incidence,HIV incidence,0.00148675337862719,0.00139162279068823,0.00158912966803455
District,Blantyre,female,5-9,incidence,HIV incidence,0,0,0
District,Blantyre,female,10-14,incidence,HIV incidence,0,0,0
District,Blantyre,female,15-19,incidence,HIV incidence,0.00139214309226824,0.00127119625859293,0.00153738225820197
District,Blantyre,female,20-24,incidence,HIV incidence,0.00430554766165181,0.00392850312933474,0.00475335438760205
District,Blantyre,female,25-29,incidence,HIV incidence,0.00457341142037913,0.00416337061719058,0.00505564652446272
District,Blantyre,female,30-34,incidence,HIV incidence,0.00369722626461651,0.00337531072481442,0.00408272545048083
District,Blantyre,female,35-39,incidence,HIV incidence,0.00272808260582627,0.00249158514325138,0.00300827343317234
District,Blantyre,female,40-44,incidence,HIV incidence,0.00195825672814997,0.00179189353409651,0.00214253399594136
District,Blantyre,female,45-49,incidence,HIV incidence,0.00138956161276864,0.00126713060505735,0.00151791582868067
District,Blantyre,female,50-54,incidence,HIV incidence,9.8401023398275e-4,8.958544459456e-4,0.0010731581848617
District,Blantyre,female,55-59,incidence,HIV incidence,7.1084266390992e-4,6.4764864577782e-4,7.7608722922035e-4
District,Blantyre,female,60-64,incidence,HIV incidence,5.130038472307e-4,4.6691822142564e-4,5.5770877215951e-4
